Image file,Average model score
PN\PN_HH01.png,0.01333081413526088
PN\PN_HH02.png,0.12361400459893047
PN\PN_HH03.png,0.5224858841300011
PN\PN_HH04.png,0.9953324925899506
PN\PN_HH05.png,0.9926208984851838
