Image file,Average model score
PN\PN_HH01.png,0.01333081413526088
PN\PN_HH02.png,0.12361400459893047
PN\PN_HH03.png,0.5224858841300011
PN\PN_HH04.png,0.9953324925899506
PN\PN_HH05.png,0.992620918750763
PN\PN_HH06.png,0.01612561968155205
PN\PN_HH07.png,0.9244297277927399
PN\PN_HH08.png,0.9942004835605621
PN\PN_HH09.png,0.04228700409643352
PN\PN_HH10.png,0.1847021660208702
PN\PN_HH11.png,0.999999840259552
PN\PN_HH12.png,0.21708259038627148
